0 227759bc318163b2f2490690b828263f3f020cfb 1 2
2 451f86130daf5632b87cd4c0f417b245c6ebb582 9 2
2 e959af8b51c63e2ef49245f1fa5863bb4177eca5 9 0
2 818826f356444f3daa3447755bf63f171f39ec47 9 0
2 1cb9af0ef6c0905748f4372e67bce2b13cee383a 9 4
2 f1161cd952f7c52266d0761ab4973c1c134b4962 9 0
2 ea350ec8a80d3ef3f5d9a2f4382e88a58ac60c6d 9 0
2 0541d5338adc48276b3b8cd3a141d799e2d40150 9 0
2 0b544dfe355a5070b60986319a3f51fb45d1348e 9 0
2 27609ed3fda10c0f35eaac014f42640ebff3df8d 9 0
2 498ca0a1f8c980586408addf7ab2919ecdb7dd3d 9 0
2 48e305d9d044776d4783e2fad7168cb20c7d0512 9 0
2 4db080cc272c68fb45df65eccdde6317edc44c28 9 0
2 903ca4c6e104d0915ad806edfbec1e2cb3986478 9 0
2 1be16d8c557b15cdf2db9e7eb4453f2274fd60af 9 3
2 dec46fb79cde2823c13dea9a6b604e1dfcb435cd 9 0
2 3900d79004747b78644ecb402aaeb5fe89cf17d1 9 0
2 51e7c217ec287806302c90486bb6449ebc82600a 9 0
2 2308c7e3181264efb8ffbaf808aab83e8bde8613 9 0
2 040678daf6a49a88345ee0c680fccfd134f24d4b 9 0
2 be73d99fa0c03d50e1cbc428e6fda53ad921fbc0 9 0
2 e6d5ced337d366b02b23a66dff7959eb913388be 9 0
2 4f1fe957a29a2e422d4034f4510644714d33fb20 9 0
2 538b21803b23b3d870beab87440e79c4fed84e67 9 0
2 e8f46cc54ea60cfc5ff5b5bc2fba2597bc6f009c 9 0
2 e96dc1d785ffd64e12ccf025de7a5e4f277d0cc9 9 0
2 1b3c86ad6c149941750d97bd72b6b0122c1d8b5e 9 0
2 722b6cfc38b942b34a6e82f78bae544dd97efefd 9 4
2 23f265f2a01262dd709cce26511110315931daa5 9 0
2 2ea6a93199c9227fa0c1c7de13725f918c9be3a4 9 0
2 146bb2ea1fbdd86f81cd0dae7d3fd63decac9f5c 9 0
2 9d23def1f0a13530cce155fa94f1480de6af91ea 9 0
2 2324b270971033ab277aa5e70a83e724d53e288c 9 2
2 3212929ad5121464ac49741dd3462a5d469e668d 9 0
2 eb397f92c9da1de1607ab3f94c1904d15292848b 9 0
2 bca743fa66185766ebef61eb854545ac053dc6cc 9 0
2 a3db81e35f1890511c38d685a2f57de476820518 9 0
2 26f58c28de7469dc6b6846d37953bbbe3f4fc0e9 9 0
2 a0456c27cdd58f197032c1c8b4f304f09d4c9bc5 9 0
2 39a651ace163e7741bc98e266201afe83ad63219 9 0
2 f3ab0baaa729983958d1bbcdcffedf25a01dd59b 9 0
3 90185c774a34bbbb303e58cbc7cd1cd16c6862bd 4 1
3 4fcc00570dcf797c3f18fbc5df926edd79ffb3b3 4 0
3 3c0d94608ce09f481cb9532f0784e76bec3e2993 4 0
3 f649b57fac0b384dc8405dfc643f40824d54e2a0 4 0
3 7a792823c6abba7a380d1257363449a9f16ae200 4 1
3 4113ad9f33734b4610e91f7adf2e14645a04f0c8 4 2
3 f8185234062cb5a5813777afc996ff4421d67bf0 4 0
3 28fafae05aba0e0812a42fcb37e6875a9264ec41 4 0
3 b4bd48d2e4a84f9897cb765e3aeaeca5733da96d 4 0
3 82e2f68b95a231b8a1261909fe220ef6a12e46ab 4 1
3 042db0977555fcd7d5eac67b26695cd918ecb44c 4 1
3 5e33b58e63bd051be72892163c8c1f2a33bbda3c 4 0
3 24983e098c4c6b5e8239f538142de429c47d0b99 4 0
3 ef58c17cd8d80d357d264f4fbc10fd278ac62383 4 0
3 045c633ba4829add9d69b34224cb9347aa1acd6a 4 0
3 0fab8f1febd6f7998ececf3f722448425b364a83 4 0
3 3eba31e8d7000476f9fed392fff2e140137c7e23 4 1
3 165db9e093be270d38ac4a264efff7507518727e 4 0
3 1a1f388942a84ea9f2fbf54672428b6d2488ce65 4 1
3 b4317b8a4490c84301907a61f5b8ebb26ab8828d 4 0
3 33261d252218007147a71e40f8367ed152fa2fe0 4 1
3 1dba1fa6dd287fde87823218d4f03559dde4e15b 4 0
3 b52c1b64ba302460aad5dbb2e0ba239be55f5e38 4 1
3 0788fb1109b1db8c72776005c9c0af926a278017 4 2
3 a79ab43a50358a3701ab2ada39f1bcfd32126c7f 4 0
3 320483c22840f0ff7931daa71f64c8f7fdb84616 4 0
3 1799cf02a32ef38daaad4b17eb52ae8ead9aab10 4 0
3 12644d51a8ccbdc092ea322907989c098bd16813 4 2
3 48eb7568ca81e6d863c8abf7acebc88fe431b6a9 4 0
3 016e9cc85c658c6a69710b4c617609ad2a5d3a74 4 2
3 2e935b24f29ea6593882de916d6eaa328b051876 4 0
3 70a89650143c17c81323dc132e9e5a9d16d072bc 4 0
3 160285998b31b11788182da282a1dc6f1e1b40f2 4 0
3 79cd660c697d1f628b0083c09051d9ec39f40148 4 0
3 46be284f1e1ece64465af6fe3a69ce544e0c7e33 4 1
3 4465d5f18bb11f6ac4955a8de7dddb5062fbe147 4 1
3 a129f612a9eff903d9133244a6f0914ef3cbda72 4 0
3 01959ef569f74c286956024866c1d107099199f7 4 0
3 8b1430bae27cbdb1e18b7513141233c2f9ae5849 4 0
3 ac746545db5a214821e7880c66dc82087e17c675 4 0
3 12fc6f855f58869cf81743b9be0df1380c17f4d0 4 0
3 84a9aa7b809f3bd9f1f91446183c6a9822fb563f 4 0
3 8cd4cb5fd2650cd1cd1b7edb96ab879be7ed9366 4 0
3 434d7ca6ae0e824ad27867b9ccfa3af6daeae05a 4 0
3 ceb3de7d1cef5236fe99be671a5cd137e9df255c 4 0
3 090c44c0cd43c2de91d385810ead6c6c25d3d815 4 0
3 3a330c49f558bbdb0e653df1c0c5c08dfaaf1f8c 4 0
3 29611e1dd80d0481020faf21b8c01303d718bd4b 4 0
3 dfa3b85ee81cccce32ac3b3433b1af1602a0a2d5 4 0
3 9b64de4edb987ff7b25a52eaac5cab6873d7c891 4 0
3 6a694487451957937adddbd682d3851fabd45626 4 0
3 a0eb9c4b70e7f63fef5faef0ac9282416e1b58a9 4 0
4 328bd9254d97f30d82471b45dd18c53529862333 14 1
4 b1bf3d314ad996c394949f88c4091a4832ce0c9b 14 1
4 7b638d661fd78cd88f59291b00d486d02da274b9 14 0
4 3e09ec0a08da64f515e05011ca693fa837e9e284 14 0
4 64b8553bd62997d332910078bcd5ee74a43f9350 14 0
4 febfbfb7aee46541fc6868c489c1713d872eee10 14 0
4 07ed71b436b9adf23f0f93c8e4533461b82e769a 14 0
4 fd5fa2f5bdd1356088b666145f050de3449a6349 14 0
4 99fcd0359ab271a0c3d8eedfe06fa7e095cdb867 14 0
4 7a3709893569ec1dc906480c2c892132ac4526e7 14 0
4 17c5b7d882e5615f8e5841c3eb46316b752fa968 14 0
4 1de046cdba2a1dea7b14c99038e38fb0c33ec80a 14 0
4 24aed1b7277dfb2c2a6515a1be82d30cc8aa85cc 14 0
4 c5b5957ffde9d865dabd0d54089c7f427520bc24 14 0
4 768b24459a9d05321d88a2270768d8d76b7836e2 14 1
4 8375bb75f71fa6aad2b339989e2f6dceaa4e1cd6 14 0
4 3a40ff57c5a96f6445675f104d434b42eab6aebf 14 3
4 26324601f7c25430adbbeec931b28cf11b2dbe81 14 2
4 3a3d98ae755926c91c8b2617b089f9b28c4aae4c 14 0
4 13e5f0c40c85ca8e01b3756963d5352358de7c29 14 0
4 511c439c59f9bbfeb3be135d85ee75bef5594ad2 14 0
4 cc0bd8fa278825ab33ab5c43723edfda1e564bc4 14 0
4 13e051c825439ddbb476dbf8e812622ff4d87a47 14 0
4 37b0f219c1f2fbc4b432b24a5fe91dd733f19b7f 14 0
4 58a77bc48aa9c697546ef047ce119192a9862ba7 14 2
4 7ec998a3c55c94550288b729c66f76467a64e7bc 14 0
4 2cdd630572b49e19f4a16822516b237a32bafb83 14 3
4 277e18780577e402ef364605e952ba752b7f87e4 14 0
4 b74454ae15a72d08e3c401fd28c15afc0a663066 14 3
4 e31eed985ae3274e9036f9eb97fd3810928615c6 14 0
4 77af8106e303c22fc47d55fc1b977bf5db2cfbc5 14 0
4 f840526c16e0fcddc1553b59a3b03ebe503d8883 14 0
4 fd41b95619a7ef1142cf779dac8f8c7690931b0c 14 0
4 8eef12101e16b2ead436e75cac7d1b29c426e209 14 0
4 bedfbe4395ead517cfa6e369a3564c8fb6876c04 14 3
4 50ad73ad256cae97a75d12ac58894c52067bb174 14 1
4 13bce315a22ddec3f1b223253e0926df267ad5ed 14 2
4 87302f13e1de7767a90fbd9724820bebf445b550 14 0
4 4c7c743f8bb0ce9a9fb74d30019266a53e684c20 14 0
4 421151fa75e40dd86414215abf29d9f2c052a2e1 14 1
4 c02a175ab26eac76bd5bb1071638e28429601195 14 0
4 3fc1c68f94e2c3382e13f050915b8b8cdc0bc282 14 0
4 0e1a7b1b06a7c1b4f56489e083ade64b474d5345 14 1
4 368f3dea4f12c77dfc9b7203f3ab2b9efaecb635 14 0
4 7e45e39704c860652844c0b2bc3467b7590f1e35 14 1
4 4534716afd8f8348107612b19910d48fd9db86a1 14 1
4 1a2aa0d9082dfa31eced7d045f7d585c2b509b73 14 1
4 5250de3c025066cef3e9522ac9f6d5ec30e134af 14 3
4 48a5214cfcf264c89cbea75c901080bc65ecc9ec 14 0
4 409274d6316c63d35190d50a982113cc6f1cd8f3 14 0
4 cbc4ce360118dd4f3a617e9dd0d5321eef6b725f 14 1
4 337cac53286d1cfe84709c7714fd8481c4db4d5a 14 2
4 5f609f252d8815c5fb660d83c0dc71af21ecf65d 14 1
4 1406f6b5ed4034b72ed2dccc3fcfa4c5c0810924 14 0
4 75ae36f8f3462588a498c4159d05793e77c378a3 14 0
4 18bdcd5f7a0599ae406347fbf5887227090cdb92 14 1
4 1259e05fb0b4f195757ad1dee3d001569afeb4cc 14 0
4 32cddad839d68efb05708833b670655b4d44fe5c 14 0
4 966f28e435e6a5315e3d7918d3cdf2269f7fa3c8 14 0
4 82d1c7318a2ab2ea2d60c04d5c0c02f7e92c6d7b 14 1
4 728ac199299d6bd5fcdfc94ef0b895f6ae309e8b 14 1
4 1755f2ac7eb8a091f3613be47da844803df86fc1 14 0
4 20ad0ba7e187e6f335a08c59a4e53da4e4b027ec 14 0
4 972568709178c775a2509d980bc58316fe421473 14 1
4 e8de844fefd54541b71c9823416daa238be65546 14 0
4 b033f0f5c83eda85ce5b7a260515e62599fc17fe 14 0
4 d8ccc0846df41e225aede7a7c90ac5ccd899fe11 14 1
4 189ed3f749766d02d42eb5b6d71017e085c212d4 14 0
4 7a2a88994d0e0a2f0cab7cbb5db7c740c9514990 14 2
4 50782fb22573c8b612743aade2d3e0b241f8ae0f 14 2
5 7ae7fadd722ec3c0d06422532bfd4701924b0d83 6 1
5 3fa58a0dcbf7392e02f744a0f729ba8010b7334c 6 2
5 a087d1bf22f94219beebb612b474ea888b75d1fd 6 0
5 1bcab843f26e3a6a5d9cb78f7d8eca34bab3b3fd 6 0
5 c1d96c0f421f8b519cafdbb4e499faa1c797ed9b 6 2
5 851ede09c864375381ace9c28c93b7d8cc096ca9 6 2
5 2671bf82168234a25fce7950e0527eb03b201e0c 6 1
5 e2b386b3ee30f2bfbfe75ceecb65ad2fa2edd532 6 0
5 16e2dd78da5713482d033711595a36a1fe6df409 6 0
5 bb13eb440c38db3afacad04ae60ec37525890239 6 0
5 ae5bae15ee5ec1acef30f5924d80fd40a6a7dcd3 6 1
5 8d14303c2ab30f89348681fbf91ee4e29f99b81d 6 0
5 8ac94c6239cb1f8ae9520bdde03d852b21e11bbf 6 0
5 7e88338e7fe7208aba79a18523179d6cd98c6c8c 6 0
5 956d4b97f5814dd9e53abf286cc8cfe1283a01eb 6 0
5 d3128f33aeab94adcf2b8784bff645496980d80d 6 0
5 3a40ff57c5a96f6445675f104d434b42eab6aebf 6 2
5 25e88ca57d3abf4c6eb88d6f9f8e1828218fd55c 6 2
5 d156fcd29ea1287852d9df6b541e67ac6f6bda4a 6 1
5 198df6b331b90d4b4f8acb82889a742543f331a0 6 3
5 8b3d999ce0e79992e92216b1e0e7e5c54e86272c 6 1
5 552159a9cef6c8193013a763d5539092c1e669b0 6 0
5 586fb3f66b786502dd706aa8633d3ed7b66b445f 6 0
5 22c1b588ea9ddaba48138a90673d0c89b06a33d8 6 0
5 3b8e7c8220d3883d54960d896a73045f3c70ac17 6 0
5 72c59f83dba51384e3237c00b42d784c004756a3 6 0
5 4e14aa89e2a0d9ac2e6e80f9d618b2fdf07defd4 6 0
5 aad2c96c46064604c5ef729a491a47d12727ae9e 6 0
5 4c4dcf6655204130f330002a9fb45c4fd436d5ea 6 3
5 0b44fcbeea9415d400c5f5789d6b892b6f98daff 6 4
5 22e584677475a4a807b852a1ced75d5cdf24e23c 6 0
5 1b4da4fc98b18d087a16b74d700a28d05bbf9b2f 6 0
5 18b534c7207a1376fa92e87fe0d2cfb358d98c51 6 3
5 9ae62a9f18d2e29d2ad9b08e3418d6fd083d27d5 6 0
5 59ce9cdbde13affc05a6c1f48a51ee7b0fcb154b 6 3
5 e6140a793a4554806eb39d15c018d8f782d2ac1e 6 1
5 9f4ccb6ed055e52b1a70de9e559a68cea899c85c 6 2
5 b3bd4f1482d38235b59edd73c1820d6e37f91367 6 0
5 ad1181d188f730b7917a95ae452efb48f830c90a 6 2
5 c37a1e4e9d453fe6960e20bb3e0c89f16e1f0766 6 0
5 3b41db2991d769e9c68b971eb72d3583a786cbcb 6 0
5 308ba6a27e6a5252bab8d043f5251ab4469458b5 6 1
5 3ec123df80166031d374cd5413312a166cbe4118 6 1
5 c5b5957ffde9d865dabd0d54089c7f427520bc24 6 1
5 77cb4ecff20216ae8154765186233f1176a78f90 6 1
5 13b23de3ee5171e8b4d0888d81c30c38055e389f 6 1
5 28d9c89f946a39d3c4146bf32ddff546845e1801 6 1
5 e517d87249d1339937dd02d5c6365bcbec8c6d74 6 0
5 86eb15e878e0e5977d627fc1981b30fb0c7ece69 6 0
5 255d6867cb5c57810c909d5e488c9ae86e0d6d3e 6 0
5 b1c906ebb1328fa4420cef6bb134c635c54561a3 6 0
5 728ac199299d6bd5fcdfc94ef0b895f6ae309e8b 6 1
5 62e3f3979c6691b016c9af509ed5edd3a2e5dfc9 6 1
5 23f27debcc7983541470510744143e71f234c187 6 2
5 8e19e281dff468d586d02f0e7ac80e4cfd87aab9 6 1
5 d84b9507ff9687a900fde451f27106d930c1b838 6 2
5 2ca9e4172b86f13a4d278e51f83a7e460081ed17 6 0
6 38731066f2e444c69818c8533b219b3db2826f18 18 1
6 2329a46590b2036d508097143e65c1b77e571e8c 18 2
6 a2b439b063874df0a074449c7c8616ac0880c9c5 18 0
6 63038fadde60cfb3b40ed6e060d7d57b965a6006 18 1
6 774c6a9405b6d52d5d30a15e82601ca4635369c6 18 1
6 f55b75528f57c8fecf05519154f200c5343236a3 18 0
6 9ec9e805f376c835c1e1b088388136a95a652f6e 18 0
6 7ec7269fa22ec39206037b24a5a5db997b180b82 18 0
6 837c7fedcf80ada2d4bceb1fd33a155d1b10bf7e 18 0
6 87ecabe007bc71afde6d658ac72a7f72217de455 18 0
6 6183407668cce7f0a2d02ffb9dfc2afd074b8d46 18 0
6 10d6b12fa07c7c8d6c8c3f42c7f1c061c131d4c5 18 0
6 46bca24c7bc1951c2ef464417341001112b2c2a2 18 0
6 87f2101c46f191512a62f78c68a2560d35ce613b 18 0
6 940adeff036ea5d4e033bb23a012ddf4426f1f5a 18 0
6 3034afcd45fc190ed71982828b77f6e4154bdc5c 18 2
6 b0856cb1d551fc01177d141b145fea94a0952e5e 18 0
6 9df6d113aa885ceacdb8776e423d750fc90ecabb 18 0
6 36dca874adc12ab47cce12cc7fbd36b64d48f064 18 0
6 e2ef19dfd141a9ba80f1b2996d2049746ed65bc7 18 0
6 6873a4db9703c9bf38ddabf9abed17ac5b673b59 18 4
6 a2fa4beb417215d721f0a4aeee72d49347c966e3 18 0
6 a452bb220f496eb5970447a38d65778f52e7b79a 18 0
6 0e78074a081f2d3a35fbb6f74ba9b7e27e64757b 18 3
6 44af11ca5ab3239cb6a305826c90367b7f96ea58 18 0
6 567cd2abb161c4ae9b02f1ad666e2b328abe80ea 18 0
6 8c323dd35bf7bfb30f1d2a14144f978f06d9b806 18 0
6 8648dbfff9662fa9c62a95622712dd2951b5b3a3 18 3
6 8cf6d7e5f34bd991804eb8f67927de5a639df00f 18 0
6 325e90957eb2797e6a0e9f85331e19bc59b077a4 18 0
6 82b20c4a8a10c9dd8a46ec1f0dbf9799c6c11a49 18 0
6 10767cd60ac9e33188ae7e35d1e84a6614387da2 18 2
6 c731328dff86876d8c91ac346e4ba9280de0ca41 18 0
6 e7d7e8671c1f7857a46f4d88768b7e7c34588d19 18 0
6 51846fae8cb3dfd459e1c81fd58e8b85ff65526c 18 0
6 4a0e6b18b5ba5761796415c8fc3de12cb2d1efa5 18 1
6 937d3a404b8870fb3ff3e243e6a0c6024eef491b 18 0
6 39f63dbdce9207b87878290c0e3983e84cfcecd9 18 2
6 6392e277f1aeeba123af31f7270998a9a2d267fa 18 3
6 168ad9f14176588cda42e20a51a0fabab07e6c8d 18 0
6 0c7d7b4c546e38a4097a97bf1d16a60012916758 18 3
6 115f408d44bc9a41591ed2205de8161db11b97c8 18 0
6 9ada156eb0e07c978c46b7320461ea3693d75c47 18 4
6 1e80d0f4ca2f1437d59a5de45946c066a42a7ec9 18 3
6 224dde1a0138172cc18e01990d79c201da9c8d1d 18 0
6 58c45859350b7e9fc2dc6676e318e8f526073f5f 18 0
6 178631e0f0e624b1607c7a7a2507ed30d4e83a42 18 3
6 6f5b1a767197640ed98278001cf5007df3aad539 18 1
6 5eb2a1e6bcd22f97373c38afda9556f27670d680 18 0
6 74d526d4636e0c954785b10f8ef8546fa30beeff 18 2
6 ca579dbe53b33424abb13b35c5b7597ef19600ad 18 1
6 6374e5307c699da00875a858134653c16d5fd035 18 1
6 8bc9630d2bf6b3fc912916c8eef2c0dc459a6bf7 18 0
6 80b94c27774ccfc43b4ea43b3f064feef9de1e3d 18 1
6 7032a6e6540183bac5bb5321c808df37ddcd7722 18 0
6 385bcdd32f6d8e34c78940bdf35c6fb26f726f0f 18 1
6 be4a6ecf663fed794e1535c7c33fc6062f057e8f 18 0
6 25b6631956b0e844e303664a4c246b161b318f65 18 0
6 93f9bb42015fa43ed287dd95abe5a6595bfc55ee 18 0
6 1e389040dbdb3057ff510df13808be153c459fd0 18 0
6 67efaba1be4c0462a5fc2ce9762f7edf9719c6a0 18 0
6 3b8f07abd4bac7d54d18ac647df3c95f4a5bc9c3 18 1
6 70d57f9a47c463cc4a1e608118a17ec73c5f2e70 18 0
6 425e6cd086f37bd213a5d69feef9403a31468c27 18 0
6 5807664af8e63d5207f59fb263c9e7bd3673be79 18 1
6 02b287d0f3d4089d9b0707a440367e3e403f131e 18 0
6 9ebaf532f64a21636f230cc582573219ce6c4d59 18 2
6 312b125002101480693f6b842685d0bb0ca19096 18 0
7 3760df1c9e01d7944f15fac5e077e9ce4520f33e 1 0
7 1bb07913e346f33f5e3af105e2184d314f1a6cc1 1 0
7 b88d5ab4d30bcd3b75d5a0070970260afbcbf171 1 1
7 03b01daccd140e7d65358f31f8c4472d18573a5a 1 0
7 1adba85a52462e2a8058a229d6b64971670758d5 1 0
7 2d08ee24619ef41164e076fee2b268009aedd0f0 1 1
7 0a30851a05e077061115b5977bba96c5910835c3 1 0
7 85dec08cd4daa177a71d0dd467f38c8d5f3de306 1 0
7 29d9b54eb1c7556e8d780b38f8409568e6a7d7e9 1 2
7 ecfdfcd1ef21449a01701122745a7be5ba135e7f 1 0
7 e52c061e94c610424fb8639d754c8d18276403e7 1 2
7 19f3032ecf3df3e941f9aa1a3263b98b3c494553 1 3
7 59b4b78de7d350bc69f0c50f47182a5b3deb5e2f 1 0
7 59d97d6d76eff9238bb0dcadd416ec9523d204af 1 0
7 007f7fb4280684c3647e1a3679a9c3d844563f66 1 0
7 67d8ee04db4d48c9d5d594ef15e840bcec16dd92 1 0
7 dbd60b604d77f83521191b463331fb1af2309221 1 0
7 d08710aca443796fef480285edcc55fd3ffb7a20 1 4
7 2a22951f1f44e1b1a3ae7c7e636e9f76f1dbc28f 1 0
